SchemaName,TableName,TableDescription,ColumnOrder,ColumnName,DataType,MaxLength,precision,scale,IsNullable,ColumnDescription
dbo,SBIENCOMPTABLE,,1,oid,TOID,32,0,0,0,
dbo,SBIENCOMPTABLE,,2,idOTP,int,4,10,0,0,
dbo,SBIENCOMPTABLE,,3,data,nvarchar,-1,0,0,1,
dbo,SBIENCOMPTABLE,,4,data3,nvarchar,256,0,0,1,
dbo,SBIENCOMPTABLE,,5,data6,nvarchar,64,0,0,1,
dbo,SDB_ARTICLE,,1,id,nvarchar,100,0,0,0,
dbo,SDB_ARTICLE,,2,code,nvarchar,200,0,0,0,
dbo,SDB_ARTICLE,,3,libelle,nvarchar,510,0,0,1,
dbo,SDB_ARTICLE,,4,prix_ht,decimal,9,18,6,1,
dbo,SDB_ARTICLE,,5,taux_tva,decimal,9,18,6,1,
dbo,SDB_ARTICLE,,6,unite,nvarchar,100,0,0,1,
dbo,SDB_ARTICLE,,7,reference,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE,,8,en_activite,bit,1,1,0,0,
dbo,SDB_ARTICLE,,9,created_at,nvarchar,100,0,0,1,
dbo,SDB_ARTICLE,,10,updated_at,nvarchar,100,0,0,1,
dbo,SDB_ARTICLE,,11,taux_bic,decimal,9,18,6,1,
dbo,SDB_ARTICLE,,12,revenue_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE,,13,expense_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE,,14,vat_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE,,15,bic_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE,,16,tax_exempt,bit,1,1,0,0,
dbo,SDB_ARTICLE,,17,custom_tax_rules,nvarchar,-1,0,0,1,
dbo,SDB_ARTICLE,,18,description,nvarchar,-1,0,0,1,
dbo,SDB_ARTICLE,,19,currency,nvarchar,20,0,0,1,
dbo,SDB_ARTICLE,,20,category,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE_META,,1,article_key,nvarchar,200,0,0,0,
dbo,SDB_ARTICLE_META,,2,revenue_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE_META,,3,expense_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE_META,,4,vat_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE_META,,5,bic_account,nvarchar,200,0,0,1,
dbo,SDB_ARTICLE_META,,6,taux_tva,float,8,53,0,0,
dbo,SDB_ARTICLE_META,,7,taux_bic,float,8,53,0,0,
dbo,SDB_ARTICLE_META,,8,tax_exempt,bit,1,1,0,0,
dbo,SDB_ARTICLE_META,,9,custom_tax_rules,nvarchar,-1,0,0,1,
dbo,SDB_ARTICLE_META,,10,updated_at,datetime,8,23,3,0,
dbo,SDB_COMPTA_ENTRY_LOG,,1,id,nvarchar,100,0,0,0,
dbo,SDB_COMPTA_ENTRY_LOG,,2,piece_id,nvarchar,100,0,0,0,
dbo,SDB_COMPTA_ENTRY_LOG,,3,entry_order,int,4,10,0,0,
dbo,SDB_COMPTA_ENTRY_LOG,,4,entry_role,nvarchar,100,0,0,0,
dbo,SDB_COMPTA_ENTRY_LOG,,5,amount,float,8,53,0,0,
dbo,SDB_COMPTA_ENTRY_LOG,,6,created_at,datetime,8,23,3,0,
dbo,SDB_COUNTER,,1,counter_key,nvarchar,200,0,0,0,
dbo,SDB_COUNTER,,2,next_value,bigint,8,19,0,0,
dbo,SDB_COUNTER,,3,updated_at,datetime,8,23,3,0,
dbo,SDB_PIECE_LINE_META,,1,line_key,nvarchar,200,0,0,0,
dbo,SDB_PIECE_LINE_META,,2,piece_id,nvarchar,100,0,0,0,
dbo,SDB_PIECE_LINE_META,,3,ordre,int,4,10,0,0,
dbo,SDB_PIECE_LINE_META,,4,article_code,nvarchar,200,0,0,1,
dbo,SDB_PIECE_LINE_META,,5,unite,nvarchar,100,0,0,1,
dbo,SDB_PIECE_LINE_META,,6,updated_at,datetime,8,23,3,0,
dbo,SDB_PIECE_LINE_META,,7,remise_type,nvarchar,40,0,0,0,
dbo,SDB_PIECE_LINE_META,,8,remise_valeur,float,8,53,0,0,
dbo,SDB_PIECE_LINE_META,,9,taux_tva,float,8,53,0,0,
dbo,SDB_PIECE_LINE_META,,10,montant_tva,float,8,53,0,0,
dbo,SDB_PIECE_LINE_META,,11,taux_bic,float,8,53,0,0,
dbo,SDB_PIECE_LINE_META,,12,montant_bic,float,8,53,0,0,
dbo,SDB_PIECE_LINE_META,,13,tax_exempt,bit,1,1,0,0,
dbo,SDB_PIECE_LINE_META,,14,revenue_account,nvarchar,200,0,0,1,
dbo,SDB_PIECE_LINE_META,,15,expense_account,nvarchar,200,0,0,1,
dbo,SDB_PIECE_LINE_META,,16,vat_account,nvarchar,200,0,0,1,
dbo,SDB_PIECE_LINE_META,,17,bic_account,nvarchar,200,0,0,1,
dbo,SDB_PIECE_LINE_META,,18,custom_tax_rules,nvarchar,-1,0,0,1,
dbo,SDB_PIECE_META,,1,piece_id,nvarchar,100,0,0,0,
dbo,SDB_PIECE_META,,2,date_echeance,date,3,10,0,1,
dbo,SDB_PIECE_META,,3,tiers_code,nvarchar,200,0,0,1,
dbo,SDB_PIECE_META,,4,tiers_nom,nvarchar,510,0,0,1,
dbo,SDB_PIECE_META,,5,tiers_adresse,nvarchar,510,0,0,1,
dbo,SDB_PIECE_META,,6,tiers_cp,nvarchar,100,0,0,1,
dbo,SDB_PIECE_META,,7,tiers_ville,nvarchar,200,0,0,1,
dbo,SDB_PIECE_META,,8,tiers_pays,nvarchar,200,0,0,1,
dbo,SDB_PIECE_META,,9,tiers_siret,nvarchar,200,0,0,1,
dbo,SDB_PIECE_META,,10,tiers_tva,nvarchar,200,0,0,1,
dbo,SDB_PIECE_META,,11,notes,nvarchar,-1,0,0,1,
dbo,SDB_PIECE_META,,12,conditions,nvarchar,-1,0,0,1,
dbo,SDB_PIECE_META,,13,remise_globale,float,8,53,0,0,
dbo,SDB_PIECE_META,,14,is_supplier,bit,1,1,0,0,
dbo,SDB_PIECE_META,,15,updated_at,datetime,8,23,3,0,
dbo,SDB_PIECE_META,,16,remise_globale_type,nvarchar,40,0,0,0,
dbo,SDB_PIECE_META,,17,remise_globale_valeur,float,8,53,0,0,
dbo,SDB_PIECE_META,,18,total_bic,float,8,53,0,0,
dbo,SDB_PIECE_META,,19,total_ht,float,8,53,0,0,
dbo,SDB_PIECE_META,,20,total_tva,float,8,53,0,0,
dbo,SDB_PIECE_META,,21,total_ttc,float,8,53,0,0,
dbo,SDB_PIECE_STATUS,,1,piece_id,nvarchar,100,0,0,0,
dbo,SDB_PIECE_STATUS,,2,statut,nvarchar,100,0,0,0,
dbo,SDB_PIECE_STATUS,,3,updated_at,datetime,8,23,3,0,
dbo,SDB_PIECE_STATUS,,4,updated_by,nvarchar,200,0,0,1,
dbo,SDB_PIECE_STATUS_HISTORY,,1,id,nvarchar,100,0,0,0,
dbo,SDB_PIECE_STATUS_HISTORY,,2,piece_id,nvarchar,100,0,0,0,
dbo,SDB_PIECE_STATUS_HISTORY,,3,from_statut,nvarchar,100,0,0,1,
dbo,SDB_PIECE_STATUS_HISTORY,,4,to_statut,nvarchar,100,0,0,0,
dbo,SDB_PIECE_STATUS_HISTORY,,5,updated_at,datetime,8,23,3,0,
dbo,SDB_PIECE_STATUS_HISTORY,,6,updated_by,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,1,id,nvarchar,100,0,0,0,
dbo,SDB_TIERS,,2,code,nvarchar,200,0,0,0,
dbo,SDB_TIERS,,3,nom,nvarchar,510,0,0,1,
dbo,SDB_TIERS,,4,adresse,nvarchar,510,0,0,1,
dbo,SDB_TIERS,,5,cp,nvarchar,100,0,0,1,
dbo,SDB_TIERS,,6,ville,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,7,pays,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,8,siret,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,9,email,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,10,telephone,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,11,tva_intra,nvarchar,200,0,0,1,
dbo,SDB_TIERS,,12,type_tiers,nvarchar,100,0,0,0,
dbo,SDB_TIERS,,13,created_at,nvarchar,100,0,0,1,
dbo,SDB_TIERS,,14,updated_at,nvarchar,100,0,0,1,
dbo,SECHEANCE,,1,oid,TOID,32,0,0,0,
dbo,SECHEANCE,,2,idOTP,int,4,10,0,0,
dbo,SECHEANCE,,3,data,nvarchar,-1,0,0,1,
dbo,SECHEANCE,,4,data1,nvarchar,256,0,0,1,
dbo,SECHEANCE,,5,oid1,TOID,32,0,0,1,
dbo,SECHEANCE,,6,data2,nvarchar,256,0,0,1,
dbo,SECHEANCE,,7,oid2,TOID,32,0,0,1,
dbo,SECHEANCE,,8,data3,nvarchar,256,0,0,1,
dbo,SECHEANCE,,9,data4,nvarchar,6,0,0,1,
dbo,SECHEANCE,,10,oid4,TOID,32,0,0,1,
dbo,SECHEANCE,,11,data5,nvarchar,256,0,0,1,
dbo,SECHEANCE,,12,data6,nvarchar,256,0,0,1,
dbo,SECHEANCE,,13,oid6,TOID,32,0,0,1,
dbo,SECHEANCE,,14,data7,nvarchar,256,0,0,1,
dbo,SECHEANCE,,15,data8,datetime,8,23,3,1,
dbo,SECHEANCE,,16,oid8,TOID,32,0,0,1,
dbo,SECHEANCE,,17,data9,money,8,19,4,1,
dbo,SECHEANCE,,18,oid9,TOID,32,0,0,1,
dbo,SECHEANCE,,19,data10,money,8,19,4,1,
dbo,SECHEANCE,,20,oid10,TOID,32,0,0,1,
dbo,SECHEANCE,,21,data11,nvarchar,256,0,0,1,
dbo,SECHEANCE,,22,oid11,TOID,32,0,0,1,
dbo,SECHEANCE,,23,data12,nvarchar,256,0,0,1,
dbo,SECHEANCE,,24,oid12,TOID,32,0,0,1,
dbo,SECHEANCE,,25,data13,nvarchar,256,0,0,1,
dbo,SECHEANCE,,26,data14,nvarchar,510,0,0,1,
dbo,SECHEANCE,,27,data15,nvarchar,256,0,0,1,
dbo,SECHEANCE,,28,data16,nvarchar,510,0,0,1,
dbo,SECHEANCE,,29,oid16,TOID,32,0,0,1,
dbo,SECRITURE,,1,oid,TOID,32,0,0,0,
dbo,SECRITURE,,2,idOTP,int,4,10,0,0,
dbo,SECRITURE,,3,data,nvarchar,-1,0,0,1,
dbo,SECRITURE,,4,data1,nvarchar,256,0,0,1,
dbo,SECRITURE,,5,oid1,TOID,32,0,0,1,
dbo,SECRITURE,,6,data2,nvarchar,256,0,0,1,
dbo,SECRITURE,,7,oid2,TOID,32,0,0,1,
dbo,SECRITURE,,8,data3,nvarchar,256,0,0,1,
dbo,SECRITURE,,9,data4,nvarchar,6,0,0,1,
dbo,SECRITURE,,10,oid4,TOID,32,0,0,1,
dbo,SECRITURE,,11,data5,nvarchar,256,0,0,1,
dbo,SECRITURE,,12,data6,nvarchar,256,0,0,1,
dbo,SECRITURE,,13,oid6,TOID,32,0,0,1,
dbo,SECRITURE,,14,data7,nvarchar,256,0,0,1,
dbo,SECRITURE,,15,data8,datetime,8,23,3,1,
dbo,SECRITURE,,16,data9,money,8,19,4,1,
dbo,SECRITURE,,17,data10,money,8,19,4,1,
dbo,SECRITURE,,18,data11,nvarchar,256,0,0,1,
dbo,SECRITURE,,19,oid11,TOID,32,0,0,1,
dbo,SECRITURE,,20,data12,nvarchar,256,0,0,1,
dbo,SECRITURE,,21,oid12,TOID,32,0,0,1,
dbo,SECRITURE,,22,data13,nvarchar,256,0,0,1,
dbo,SECRITURE,,23,data14,nvarchar,510,0,0,1,
dbo,SECRITURE,,24,data15,nvarchar,256,0,0,1,
dbo,SECRITURE,,25,data16,nvarchar,510,0,0,1,
dbo,SECRITURE,,26,oid16,TOID,32,0,0,1,
dbo,SECRITUREBANCAIRE,,1,oid,TOID,32,0,0,0,
dbo,SECRITUREBANCAIRE,,2,idOTP,int,4,10,0,0,
dbo,SECRITUREBANCAIRE,,3,data,nvarchar,-1,0,0,1,
dbo,SECRITUREBANCAIRE,,4,data1,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,5,data2,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,6,data3,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,7,oid3,TOID,32,0,0,1,
dbo,SECRITUREBANCAIRE,,8,data4,datetime,8,23,3,1,
dbo,SECRITUREBANCAIRE,,9,data5,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,10,data6,money,8,19,4,1,
dbo,SECRITUREBANCAIRE,,11,data7,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,12,data8,money,8,19,4,1,
dbo,SECRITUREBANCAIRE,,13,data9,datetime,8,23,3,1,
dbo,SECRITUREBANCAIRE,,14,data10,int,4,10,0,1,
dbo,SECRITUREBANCAIRE,,15,data11,int,4,10,0,1,
dbo,SECRITUREBANCAIRE,,16,data12,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,17,data13,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,18,oid13,TOID,32,0,0,1,
dbo,SECRITUREBANCAIRE,,19,data14,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,20,data15,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,21,data17,nvarchar,256,0,0,1,
dbo,SECRITUREBANCAIRE,,22,data18,datetime,8,23,3,1,
dbo,SROLETIERS,,1,oid,TOID,32,0,0,0,
dbo,SROLETIERS,,2,idOTP,int,4,10,0,0,
dbo,SROLETIERS,,3,data,nvarchar,-1,0,0,1,
dbo,SROLETIERS,,4,data1,nvarchar,256,0,0,1,
dbo,SROLETIERS,,5,data2,nvarchar,510,0,0,1,
dbo,SROLETIERS,,6,oid2,TOID,32,0,0,1,
dbo,SROLETIERS,,7,data3,nvarchar,510,0,0,1,
dbo,SROLETIERS,,8,oid3,TOID,32,0,0,1,
dbo,SROLETIERS,,9,data4,nvarchar,256,0,0,1,
dbo,SROLETIERS,,10,oid4,TOID,32,0,0,1,
dbo,SROLETIERS,,11,data5,nvarchar,256,0,0,1,
dbo,SROLETIERS,,12,oid5,TOID,32,0,0,1,
dbo,SROLETIERS,,13,data6,nvarchar,256,0,0,1,
dbo,SROLETIERS,,14,oid6,TOID,32,0,0,1,
dbo,SROLETIERS,,15,data7,nvarchar,256,0,0,1,
dbo,SROLETIERS,,16,oid7,TOID,32,0,0,1,
dbo,SROLETIERS,,17,data8,nvarchar,256,0,0,1,
dbo,SROLETIERS,,18,oid8,TOID,32,0,0,1,
dbo,SROLETIERS,,19,data9,nvarchar,256,0,0,1,
dbo,SROLETIERS,,20,oid9,TOID,32,0,0,1,
dbo,SROLETIERS,,21,data10,nvarchar,256,0,0,1,
dbo,SROLETIERS,,22,oid10,TOID,32,0,0,1,
dbo,STIERS,,1,oid,TOID,32,0,0,0,
dbo,STIERS,,2,idOTP,int,4,10,0,0,
dbo,STIERS,,3,data,nvarchar,-1,0,0,1,
dbo,STIERS,,4,data1,nvarchar,510,0,0,1,
dbo,STIERS,,5,data2,nvarchar,256,0,0,1,
dbo,STIERS,,6,data3,nvarchar,510,0,0,1,
dbo,STIERS,,7,data4,nvarchar,256,0,0,1,
dbo,STIERS,,8,data5,nvarchar,256,0,0,1,
dbo,STIERS,,9,data6,nvarchar,256,0,0,1,
dbo,TABONNEMENT,,1,anneeComptabilisation,int,4,10,0,1,
dbo,TABONNEMENT,,2,Caption,nvarchar,256,0,0,1,
dbo,TABONNEMENT,,3,code,nvarchar,256,0,0,1,
dbo,TABONNEMENT,,4,dateDebut,datetime,8,23,3,1,
dbo,TABONNEMENT,,5,dateFin,datetime,8,23,3,1,
dbo,TABONNEMENT,,6,decadeComptabilisation,int,4,10,0,1,
dbo,TABONNEMENT,,7,finPeriode,bit,1,1,0,1,
dbo,TABONNEMENT,,8,idOTP,int,4,10,0,1,
dbo,TABONNEMENT,,9,jourComptabilisation,int,4,10,0,1,
dbo,TABONNEMENT,,10,jourSemaine,smallint,2,5,0,1,
dbo,TABONNEMENT,,11,moisComptabilisation,int,4,10,0,1,
dbo,TABONNEMENT,,12,montantDevise,money,8,19,4,1,
dbo,TABONNEMENT,,13,montantDevise_CodeDevise,nvarchar,6,0,0,1,
dbo,TABONNEMENT,,14,nombreUnites,int,4,10,0,1,
dbo,TABONNEMENT,,15,oid,TOID,32,0,0,0,
dbo,TABONNEMENT,,16,oidnatureAbonnement,TOID,32,0,0,1,
dbo,TABONNEMENT,,17,oidpieceOrigine,TOID,32,0,0,1,
dbo,TABONNEMENT,,18,quinzaineComptabilisation,int,4,10,0,1,
dbo,TABONNEMENT,,19,semaineComptabilisation,int,4,10,0,1,
dbo,TABONNEMENT,,20,uniteTemps,smallint,2,5,0,1,
dbo,TABONNEMENT,,21,UpdDate,datetime,8,23,3,1,
dbo,TABONNEMENT,,22,UpdStamp,char,16,0,0,1,
dbo,TABONNEMENT,,23,UpdUser,nvarchar,48,0,0,1,
dbo,TABONNEMENTAF,,1,actif,bit,1,1,0,1,
dbo,TABONNEMENTAF,,2,Caption,nvarchar,256,0,0,1,
dbo,TABONNEMENTAF,,3,confirme,bit,1,1,0,1,
dbo,TABONNEMENTAF,,4,dateProchainAvance,datetime,8,23,3,1,
dbo,TABONNEMENTAF,,5,idOTP,int,4,10,0,1,
dbo,TABONNEMENTAF,,6,montant,money,8,19,4,1,
dbo,TABONNEMENTAF,,7,montant_CodeDevise,nvarchar,6,0,0,1,
dbo,TABONNEMENTAF,,8,nombrePeriode,int,4,10,0,1,
dbo,TABONNEMENTAF,,9,oid,TOID,32,0,0,0,
dbo,TABONNEMENTAF,,10,oidEtablissement,TOID,32,0,0,1,
dbo,TABONNEMENTAF,,11,oidSalarie,TOID,32,0,0,1,
dbo,TABONNEMENTAF,,12,periodicite,smallint,2,5,0,1,
dbo,TABONNEMENTAF,,13,UpdDate,datetime,8,23,3,1,
dbo,TABONNEMENTAF,,14,UpdStamp,char,16,0,0,1,
dbo,TABONNEMENTAF,,15,UpdUser,nvarchar,48,0,0,1,
dbo,TABONNEMENTDETAIL,,1,Caption,nvarchar,256,0,0,1,
dbo,TABONNEMENTDETAIL,,2,dateComptabilisation,datetime,8,23,3,1,
dbo,TABONNEMENTDETAIL,,3,dateDebut,datetime,8,23,3,1,
dbo,TABONNEMENTDETAIL,,4,dateFin,datetime,8,23,3,1,
dbo,TABONNEMENTDETAIL,,5,idOTP,int,4,10,0,1,
dbo,TABONNEMENTDETAIL,,6,montantAbonnement,money,8,19,4,1,
dbo,TABONNEMENTDETAIL,,7,montantAbonnement_CodeDevise,nvarchar,6,0,0,1,
dbo,TABONNEMENTDETAIL,,8,oid,TOID,32,0,0,0,
dbo,TABONNEMENTDETAIL,,9,oidAbonnement,TOID,32,0,0,1,
dbo,TABONNEMENTDETAIL,,10,oidPiece,TOID,32,0,0,1,
dbo,TABONNEMENTDETAIL,,11,UpdDate,datetime,8,23,3,1,
dbo,TABONNEMENTDETAIL,,12,UpdStamp,char,16,0,0,1,
dbo,TABONNEMENTDETAIL,,13,UpdUser,nvarchar,48,0,0,1,
dbo,TACTIVITE,,1,Caption,nvarchar,256,0,0,1,
dbo,TACTIVITE,,2,code,nvarchar,256,0,0,1,
dbo,TACTIVITE,,3,idOTP,int,4,10,0,1,
dbo,TACTIVITE,,4,oid,TOID,32,0,0,0,
dbo,TACTIVITE,,5,UpdDate,datetime,8,23,3,1,
dbo,TACTIVITE,,6,UpdStamp,char,16,0,0,1,
dbo,TACTIVITE,,7,UpdUser,nvarchar,48,0,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,1,Caption,nvarchar,256,0,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,2,coefAssujettissement,float,8,53,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,3,coefAssujettissement_Decimales,int,4,10,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,4,coefAssuProvisoire,float,8,53,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,5,coefAssuProvisoire_Decimales,int,4,10,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,6,coefTaxaProvisoire,float,8,53,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,7,coefTaxaProvisoire_Decimales,int,4,10,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,8,coefTaxation,float,8,53,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,9,coefTaxation_Decimales,int,4,10,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,10,idOTP,int,4,10,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,11,oid,TOID,32,0,0,0,
dbo,TACTIVITEREGULARISATIONTVA,,12,oidTRegularisationAnnuelleTVA,TOID,32,0,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,13,oidTSecteurActivite,TOID,32,0,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,14,regularisationCompta,bit,1,1,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,15,regularisationImmoProvisoire,bit,1,1,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,16,regularisationImmoReference,bit,1,1,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,17,UpdDate,datetime,8,23,3,1,
dbo,TACTIVITEREGULARISATIONTVA,,18,UpdStamp,char,16,0,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,19,UpdUser,nvarchar,48,0,0,1,
dbo,TACTIVITEREGULARISATIONTVA,,20,valide,bit,1,1,0,1,
dbo,TADRESSE,,1,Caption,nvarchar,256,0,0,1,
dbo,TADRESSE,,2,cedex,nvarchar,256,0,0,1,
dbo,TADRESSE,,3,codePostal,nvarchar,256,0,0,1,
dbo,TADRESSE,,4,complementAdresse,nvarchar,256,0,0,1,
dbo,TADRESSE,,5,eMail,nvarchar,510,0,0,1,
dbo,TADRESSE,,6,etatProvince,nvarchar,256,0,0,1,
dbo,TADRESSE,,7,geoloc_lat,float,8,53,0,1,
dbo,TADRESSE,,8,geoloc_long,float,8,53,0,1,
dbo,TADRESSE,,9,idOTP,int,4,10,0,1,
dbo,TADRESSE,,10,indicationDistribution,nvarchar,256,0,0,1,
dbo,TADRESSE,,11,nomRueVoie,nvarchar,256,0,0,1,
dbo,TADRESSE,,12,NPAI,bit,1,1,0,1,
dbo,TADRESSE,,13,oid,TOID,32,0,0,0,
dbo,TADRESSE,,14,oidPays,TOID,32,0,0,1,
dbo,TADRESSE,,15,siteInternet,nvarchar,256,0,0,1,
dbo,TADRESSE,,16,telecopie,nvarchar,256,0,0,1,
dbo,TADRESSE,,17,telephone1,nvarchar,256,0,0,1,
dbo,TADRESSE,,18,telephone2,nvarchar,256,0,0,1,
dbo,TADRESSE,,19,UpdDate,datetime,8,23,3,1,
dbo,TADRESSE,,20,UpdStamp,char,16,0,0,1,
dbo,TADRESSE,,21,UpdUser,nvarchar,48,0,0,1,
dbo,TADRESSE,,22,ville,nvarchar,256,0,0,1,
dbo,TAFFAIRE,,1,Caption,nvarchar,256,0,0,1,
dbo,TAFFAIRE,,2,code,nvarchar,64,0,0,1,
dbo,TAFFAIRE,,3,commentaire,nvarchar,-1,0,0,1,
dbo,TAFFAIRE,,4,dateDebut,datetime,8,23,3,1,
dbo,TAFFAIRE,,5,dateFin,datetime,8,23,3,1,
dbo,TAFFAIRE,,6,estRefusee,bit,1,1,0,1,
dbo,TAFFAIRE,,7,idOTP,int,4,10,0,1,
dbo,TAFFAIRE,,8,mDate,datetime,8,23,3,1,
dbo,TAFFAIRE,,9,oid,TOID,32,0,0,0,
dbo,TAFFAIRE,,10,oidClient,TOID,32,0,0,1,
dbo,TAFFAIRE,,11,oidDossierAffaire,TOID,32,0,0,1,
dbo,TAFFAIRE,,12,oidFournisseur,TOID,32,0,0,1,
dbo,TAFFAIRE,,13,oidInterlocuteurClient,TOID,32,0,0,1,
dbo,TAFFAIRE,,14,oidInterlocuteurFournisseur,TOID,32,0,0,1,
dbo,TAFFAIRE,,15,oidNature,TOID,32,0,0,1,
dbo,TAFFAIRE,,16,oidResponsable,TOID,32,0,0,1,
dbo,TAFFAIRE,,17,terminee,bit,1,1,0,1,
dbo,TAFFAIRE,,18,UpdDate,datetime,8,23,3,1,
dbo,TAFFAIRE,,19,UpdStamp,char,16,0,0,1,
dbo,TAFFAIRE,,20,UpdUser,nvarchar,48,0,0,1,
dbo,TAFFAIRE,,21,baseExoDeclaree,money,8,19,4,1,
dbo,TAFFAIRE,,22,baseExoDeclaree_CodeDevise,nvarchar,6,0,0,1,
dbo,TAFFAIRE,,23,baseHTDeclaree,money,8,19,4,1,
dbo,TAFFAIRE,,24,baseHTDeclaree_CodeDevise,nvarchar,6,0,0,1,
dbo,TAFFAIRE,,25,dateDerniereEcr,datetime,8,23,3,1,
dbo,TAFFAIRE,,26,montantTVADeclare,money,8,19,4,1,
dbo,TAFFAIRE,,27,montantTVADeclare_CodeDevise,nvarchar,6,0,0,1,
dbo,TAFFECTATIONEXTENSION,,1,attributExtension,nvarchar,256,0,0,1,
dbo,TAFFECTATIONEXTENSION,,2,attributImportEcritures,nvarchar,256,0,0,1,
dbo,TAFFECTATIONEXTENSION,,3,Caption,nvarchar,256,0,0,1,
dbo,TAFFECTATIONEXTENSION,,4,idOTP,int,4,10,0,1,
dbo,TAFFECTATIONEXTENSION,,5,oid,TOID,32,0,0,0,
dbo,TAFFECTATIONEXTENSION,,6,typeExtension,smallint,2,5,0,1,
dbo,TAFFECTATIONEXTENSION,,7,UpdDate,datetime,8,23,3,1,
dbo,TAFFECTATIONEXTENSION,,8,UpdStamp,char,16,0,0,1,
dbo,TAFFECTATIONEXTENSION,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,1,attrImport,nvarchar,256,0,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,2,attrSource,nvarchar,256,0,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,3,Caption,nvarchar,256,0,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,4,idOTP,int,4,10,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,5,oid,TOID,32,0,0,0,
dbo,TAFFECTATIONIMPORTECRITURE,,6,oidDescImportEcriture,TOID,32,0,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,7,UpdDate,datetime,8,23,3,1,
dbo,TAFFECTATIONIMPORTECRITURE,,8,UpdStamp,char,16,0,0,1,
dbo,TAFFECTATIONIMPORTECRITURE,,9,UpdUser,nvarchar,48,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,1,attributExtension,nvarchar,256,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,2,attributImport,nvarchar,256,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,3,Caption,nvarchar,256,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,4,idOTP,int,4,10,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,5,oid,TOID,32,0,0,0,
dbo,TAFFECTATIONIMPORTEXTENSION,,6,oidParametreImportDetail,TOID,32,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,7,oidParametreImportPrincipal,TOID,32,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,8,UpdDate,datetime,8,23,3,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,9,UpdStamp,char,16,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,10,UpdUser,nvarchar,48,0,0,1,
dbo,TAFFECTATIONIMPORTEXTENSION,,11,oidParametreImportTiers,TOID,32,0,0,1,
dbo,TAFFECTATIONINDEMNITE,,1,Caption,nvarchar,256,0,0,1,
dbo,TAFFECTATIONINDEMNITE,,2,code,nvarchar,256,0,0,1,
